Date,Time,Location,Operator,Flight No,Route,AC Type,Registration,CN / LM,Aboard,Fatalities,Ground,Summary,Latitude,Longitude
"April 19, 2011",13:57,"Tawang, India",Pawan Hans Helicopters Ltd.,?,?,Mil Mi-172,VT-PHF,356C06,23,18,0,"The helicopter crashed into a hill as it attempted to land at a high altitude helipad Six, including the copilot escaped with minor injuries..",27.5780678,91.87574219999999
"April 19, 2014",1945,"Ramos Arizpe, Mexico",Lineas Aereas Comerciales,?,Cozumel - Ramos Arizpe,British Aerospace BAe 125-700A Hawker,XA-UKR,25719,8,8,0,"While on approach, in fog, the jet crashed into an park about half-a-mile north of Saltillo-Plan de Guadalupe International Airport.",25.5411499,-100.9483074
"April 20, 1945",06:40,"Sweetwater, Texas",Military - U.S. Army Air Forces,?,"Midland, TX - Nashville, TN",Douglas C-47-DL,41-18451,4513,25,25,0,Broke-up after entering an area of thunderstorms. Initial structural failure involved the elevator followed by the entire aircraft.,32.4709519,-100.4059384
"April 20, 1945",?,"Near Steinreich, Germany",Lufthansa,?,Berlin - Munich,Junkers JU-53/3m,D-ANAJ,?,20,18,0,Missing on an evacuation flight from Berlin to Munich. Shot down by Soviet forces south of Berlin.,51.94339069999999,13.444467
"April 20, 1953",23:08,"San Francisco Bay, California",Western Airlines,636,Los Angeles - San Francisco - Oakland,Douglas DC-6B,N91303,43823,10,8,0,The aircraft descended below minimum altitude and crashed into the sea. The pilot's action in continuing a descent below the 500 ft. prescribed minimum altitude until the aircraft struck the water. A probable contributing factor to the aircraft striking the water was the sensory illusion experienced by the pilots.,37.6909682,-122.3107517
"April 20, 1957",?,"Jirkouk, Iraq",Air France,?,"Tehran, Iran - Istanbul, Turkey",Lockheed Super Constellation,F-BGNE,4514,?,1,0,"Explosive decompression. A passenger was sucked out of a window at 18,000 feet when the window he was sitting next to shattered. The body was never recovered.",35.4655761,44.38039209999999
"April 20, 1960",13:06,"Hickory, North Carolina",Piedmont Airlines / Private,?,"Cincinnati, OH - Hickory, NC",Fairchild F-27 / Cessna 310,N2704R/N1807H,17,44,4,0,"The aircraft were involved in a midair collision while both were making an approach to land. The pilot of the Cessna, the over-taking aircraft, failed to see and avoid the F-27 during the landing appoach. Four died aboard the Cessna, none aboard the Fairchild.",35.7344538,-81.3444573
"April 20, 1967",01:13,"Near Nicosia, Cyprus",Globe Air,?,Bombay - Cairo,Bristol Britannia 175,HB-ITB,13232,130,126,0,The flight crashed while making a second landing attempt. Misjudgement by the pilot during approach. Both pilots exceeded their duty time by 3 hours at the time of the crash. The first officer had less than 50 hours flying time in a Britannia.,35.1855659,33.38227639999999
"April 20, 1968",c 18:50,"Near Windhoek, South-West  Africa (Namibia)",South African Airways,228/129,Windhoek - Luanda,Boeing B-707-344C,ZS-EUW,19705,128,123,0,"The aircraft took off from J. G. Strijdom Airport, climbed to an altitude of 600 ft. and then descended, crashing, about one minute after taking off 3 miles from the runway. Procedural errors during takeoff . Takeoff conditions in total darkness with no external visual reference. Stabilizer trim improperly set, spatial disorientation and preoccupation with after takeoff duties.",-22.5608807,17.0657549
"April 20, 1970",?,"Psebai, Russia",Aeroflot,?,Krasnodar - 	Psebai,Antonov An-2R,CCCP-06333,1G69-07,14,14,0,Crashed in foggy weather. Cause unknown.,44.1264683,40.810896
"April 20, 1971",09:45,"Kayenta, Arizona",Monument Valle - Air Taxi,?,"Kayenta, AZ - Tucon, AZ",Cessna TU206B,N4960F,?,2,2,0,The aircraft went into a spin at the top of a ridge and crashed. Moderate to severe turbulence was forcast in the area.,36.72777689999999,-110.2545767
"April 20, 1972",?,"Near Moyobamba, Peru",SATCO,?,?,Douglas C-47D,OB-R-653,17102/34369,6,6,0,The cargo plane struck a mountain in poor weather conditions. The pilot elected to use a cruising altitude lower than stipulated in order to save time and continue flying in VFR conditions.,-6.0419882,-76.97006689999999
"April 20, 1978",?,"Near Murmansk, Russia",Korean Airlines,902,Paris - Seoul,Boeing B-707-321B,HL-7429,19363/623,109,2,0,"The aircraft, which deviated off course, suffered rapid decompression after being fired upon by a Russian fighter. The aircraft made an emergency landing on a frozen lake.",68.9585244,33.0826598
"April 20, 1985",?,"Kulusuk, Greenland",Aeronica,?,Positioning,Fokker F-27 Friendship 100,YN-BZF,10118,5,2,0,After a fuel transfer problem the plane crashed while trying to make an emergency landing in snow. Poor weather and failure of the crew to follow proper procedures with the auxiliary fuel system.,65.56809009999999,-37.1873002
"April 20, 1985",?,"Santa Rosa, Bolivia",Carga Aereo Transportada,?,?,Convair CV-440,CP-1489,319,4,4,0,The cargo plane lost an engine on talkeoff nosed down and crashed.,-14.0740941,-66.7933091
"April 20, 1990",?,"Near Kinshasa, Zaire",Military - Zairean Air Force,?,?,Lockheed C-130H,9T-TCG,4589,24,20,0,The propeller of the No. 3 engine separated which struck the No.4 propeller leading to a crash.,-4.4419311,15.2662931
"April 20, 1998",16:47,"Near Bogota, Colombia",Air France,422,Bogota - Quito,Boeing B-727-230,HC-BSU,21622/1431,53,53,0,"The aircraft, leased from TAME, crashed atop fog covered Cerro el Cable mountain and exploded into flames, three minutes after taking off from Bogota's El Dorado airport. The aircraft was leased to Air France by TAME airlines. The crew did not turn in the proper direction after reaching the Romeo non-directional beacon even though the flight crew acknowledged an air traffic controller's warning that they were off course.",4.710988599999999,-74.072092
"April 20, 2005",22:15,"Tehran, Iran",Saha Airline Services,?,Krish - Teran,Boeing B-707-3J9C,EP-SHE,21127/915,169,3,0,Soon after experiencing a hard landing an engine began burning while the aircraft was taxiing. The plane then skidded of the runway and fell into the Kan River. One of the passenger's infant fell into the river and drowned while exiting the aircraft.,35.6891975,51.3889736
"April 20, 2012",18:40,"Islamabad, Pakistan",Bhoja Airlines,213,Karachi - Islamabad,Boeing 737-236,AP-BKC,23167/1074,127,127,0,"While attempting to land, the plane impacted terrain about 5 km short of and slightly left of the extended runway center line of Islamabad's runway 30. The plane completely broke up, burst into flamesand came to rest in Hussain Abad Village. The crew were trained to fly the Boeing 737-200 but not the more advanced 737-236 which features an automated flight deck. The aircraft accident took place as a result of combination of various factors which directly and indirectly contributed towards the causation of accident.The primary causes of accident include, ineffective management of the basic flight parameters such as airspeed, altitude, descent rate attitude, as well as Page 75 of 78 thrust management. The contributory factors include the crew’s decision to continue the flight through significant changing winds associated with the prevailing weather conditions and the lack of experience of the crew to the airplane’s automated flight deck",33.7293882,73.0931461
"April 20, 2014",1530,"Jamijarvi, Finland",Suomen Urheiluilmailijat,?,Skydiving,Aerocomp Comp Air 8,OH-XDZ,?,8,8,0,"While carrying skydivers, the experimental plane went into a spin and crashed and burned in a forest. The pilot and two skydivers were able to parachute to safety with minor injuries.",61.81984,22.6917235
"April 20, 2015",?,"Punta Cana, Dominican Republic",Sky High Aviation Services,?,Punta Cana - Arroyo Barril,Piper PA-32,HI-957,?,7,7,0,The plane crashed shortly after taking off. The pilot tried to make an emergency landing onto a golf course but the plane struck a tree an burst into flames.,18.5820101,-68.40547289999999
"April 21, 1921",?,"Mitchel Field, NY",US Aerial Mail Service,?,?,De Havilland DH-4,160,?,1,1,0,After taking off the aircraft stalled and crashed.,40.7339981,-73.59551499999999
"April 21, 1929",c 11;45,"San Diego, California",Maddux Airlines / Military - U.S.Army Air Force,?,San Diego - Phoenix,Ford 5-AT-B Tri-Motor / B-PW-9D,NC9636 / 28-037,4-AT-010,6,6,0,"A midair collision occurred  with a US Air Force Boeing PW-9D at 2,000 ft.  Five killed on the Tri-motor, one on the Boeing. Army pilot Lieutenant Howard Keefer, while flying above the airliner, was stunting and performed a steep banking turn downward, in an attempt to pass in front of the airliner. Instead, he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Tri-motor.  He was found criminally negligent.",32.715738,-117.1610838
"April 21, 1932",?,"Fort Wayne, Indiana",Transamerica Airlines,?,?,Stearman C-3MB,?,?,1,1,0,?,41.079273,-85.1393513
"April 21, 1936",?,"Senlis, France",Sabena,?,?,Fokker F-VII,OO-AIF,?,2,2,0,?,49.205164,2.583212
"April 21, 1942",21:27,"Pine Creek, Australia",Guinea Airways Limited,?,Brisbane - Bachelor Field,Lockheed 14 Electra,VH-ADY,?,12,12,0,"The aircraft was on a government charter carrying US teletype operators from a course they'd completed in Brisbane. They departed Archerfield (Brisbane) at 0622 EST and refuelled at Charleville, Cloncurry, and Daily Waters, departing from Daily Waters at 1655 Central Standard time. From there a chain of events happened and they remained lost in scattered thunderstorms and drizzle and the blacked out North, being told by Darwin D/F that they were over a hundred miles north of where they really were, due to the inadequacies of the equipment at that time of day, the storms and long distance. In an attempt to force land before running out of fuel, they probably had an engine failure from fuel starvation in the lower engine as they oozed around in a slow turn where the captain would have been peering forward out of an open window, trying to locate a lighter (more grassy) spot in the bush to put down in rain. They probably would have been very slow so as to descend rapidly when a likely spot was sighted and on increasing power on the remaining engine the Electra flipped into a vertical bank and struck a ridge top. The wreckage was found on 6/22/1943.We feel that they would have been very slow so as to descend rapidly when a likely spot was sighted and on increasing power on the remaining engine the Electra flipped into a vertical bank and struck a ridge top as one wing was undamaged and removed from the site when it was found.Lockheed 14s were renown as nasty buggers at low speed on one engine.",-13.823056,131.833333
"April 21, 1944",?,"Frederikstad, Norway",Deutsche Lufthansa,?,"copenhagen, Denmark - Oslo, Norway",Douglas DC-3,D-AAIG,2095,20,9,0,Crashed  50 miles from its destination after a signal flare started an onboard fire.,59.22053689999999,10.9347012
"April 21, 1945",?,"Near Piesenkofen, Germany",Deutsche Lufthansa,?,Berlin - Munich,Focke-Wulf FW 200,D-ASHH,?,21,21,0,Shot down by Allied forces 50 miles from its destination.,48.9620681,12.149544
"April 21, 1950",23:25,"Near Atsugi, Japan",Military - U.S. Air Force,?,Philippines - Japan,Douglas C-54D,42-72704,?,35,35,0,Flew off its prescribed course and crashed into Mt. Tanzawa in a rainstorm.,35.4430818,139.3624889
"April 21, 1958",08:30,"Near Sloan, 10 miles SW of Las Vegas, Nevada",United Air Lines / Military - U.S. Air Force,736,Los Angeles - New York City,Douglas DC-7 / F-100F,N6328C/56-3755,45142 /243-31,49,49,0,"The DC-7 was en route from Los Angeles to Denver flying at 21,000 ft. The military jet was on a training mission being conducted under VFR. The fighter initiated an evasive maneuver just prior to colliding with the airliner. Both trainee and instructor aboard the F-100 were killed along with all forty-seven aboard the DC-7 airliner. A high rate of near head-on closure at high altitude,  human and cockpit limitations and the failure of Nellis Air Force Base and the Civil Aeronautics Administration to take measures to reduce a known collision exposure as training exercises were allowed to be conducted within the confines of several airways after numerous close calls with military jets had been reported by airline crews for more than a year prior to the tragedy.",36.1699412,-115.1398296
"April 21, 1969",14:59,"Khulna, East Pakistan",Indian Airlines,?,"Silchar, India - Khulna, Bangladesh",Fokker F-27 Friendship 100,VT-DOJ,10214,44,44,0,The aircraft crashed in adverse weather conditions. Windshear. The crew tried to fly through thunderstorms at a low level but lost control in severe downdrafts.,22.845641,89.5403279
"April 21, 1970",?,"Dak Seang, Laos",Military - U.S. Air Force,?,?,Lockheed AC-130A Hercules,54-1625,3012,10,10,0,Shot down by enemy fire.
"April 21, 1970",?,"Manila, Philippines",Philippine Air Lines,215,Cuayan - Manila,Hawker Siddeley HS-748-209,PI-C-1022,1643,36,36,0,"The aircraft was on a flight from Cauayan, Isabela to Manila when it crashed into mountainous terrain after an explosion in the rear lavatory of the aircraft  broke off the tail section.",14.5995124,120.9842195
"April 21, 1971",17:26,"C. Amalie, Virgin Islands",Costal Airway,?,"C. Amalie, VI - San Juan, PR",Beech E18S,N456T,?,8,8,0,The plane crashed on take off after an engine failure. Inadequate maintenance and inspection of powerplants. Failed to follow approved procedures and directives. Improper emergency procedures.,18.3419004,-64.9307007
"April 21, 2005",?,"Near Baghdad, Iraq",Military - Bulgarian,?,?,Mil Mi-8,?,?,11,11,0,Shot down.,33.3128057,44.3614875
"April 21, 2010",21:10,"Pampanga, Philippines",Interisland Airlines,?,Cebu - Pampanga,Antonov An-12BP,UP-AN216,402001,6,3,0,"An electrical fire forced the cargo plane's pilot to attempt an emergency landing in a rice field when the plane crashed, broke into pieces, and burst into flames.",15.079409,120.6199895
"April 21, 2011",14:52,"Manaus, Brazil",AmazonavesAir Taxi,?,Manaus - Santarem,Embraer/Piper EMB-810C Seneca,PT-EFS,810055,7,7,0,The airl taxi crashed about one minute after taking off from Manaus Airport.,-3.1190275,-60.0217314
